date,daily_return,growth_of_1,drawdown
2021-01-05,0.0011434839104925223,1.0011434839104925,0.0
2021-01-06,0.005888465128266463,1.0070386824038906,0.0
2021-01-07,0.006407895791106831,1.0134916813383483,0.0
2021-01-08,-0.002272395950634934,1.011188626945673,-0.0022723959506348868
2021-01-11,0.0003431041966056499,1.0115355700071378,-0.001930071422616364
2021-01-12,0.001375255472304451,1.0129266898352207,-0.0005574702915978058
2021-01-13,-0.00164268527341412,1.0112627700787802,-0.0021992398167736127
2021-01-14,0.0038198276244314072,1.0151256195434861,0.0
2021-01-15,-0.005209554822005672,1.0098372669772517,-0.005209554822005802
2021-01-19,0.009640090310154673,1.0195721894294723,0.0
2021-01-20,0.015193230706472395,1.0350627849253773,0.0
2021-01-21,-0.009319440839859635,1.025416578535725,-0.009319440839859583
2021-01-22,-0.00046036698158641597,1.0249445106005959,-0.009775517458596394
2021-01-25,0.0033491248946476266,1.0283771777766808,-0.006459131992827327
2021-01-26,-0.0018088258207207752,1.0265170225840785,-0.008256274368819927
2021-01-27,-0.021606077258193163,1.0043380164872764,-0.02968396592513567
2021-01-28,0.0010314923796758374,1.0053739834979019,-0.028683092330110016
2021-01-29,-0.0104265790282775,0.9948913722059869,-0.038810604829432216
2021-02-01,0.0005778288240023424,0.9954662491175987,-0.03825520189157727
2021-02-02,0.0062815587575022515,1.0017193288525412,-0.032213945432537194
2021-02-03,-0.0025064820936130747,0.9992085372919463,-0.03463968384875893
2021-02-04,0.002323638331466219,1.001530336550326,-0.03239653561447364
2021-02-05,0.014733602531931058,1.01628648645273,-0.018140250761697563
2021-02-08,0.003263831618440612,1.0196034744206082,-0.014935625867259494
2021-02-09,-0.0005940394261284196,1.0189977897577849,-0.015520792942768757
2021-02-10,-0.0071226509903855074,1.011739824141366,-0.022532894741928877
2021-02-11,-0.0048211896383141455,1.0068620345845458,-0.027245449021592094
2021-02-12,0.00417827643634809,1.011068982498304,-0.023181011602888657
2021-02-16,-0.009180075633627533,1.0017872927681546,-0.03214828379673773
2021-02-17,0.006701972170658793,1.0085012433252063,-0.02566176852941915
2021-02-18,-0.01098739908023989,0.997420437691874,-0.03636721151772171
2021-02-19,-0.007202523648455029,0.9902364934019459,-0.04330779946519203
2021-02-22,0.001583631033233857,0.9918046626431378,-0.04179275200717236
2021-02-23,-0.006941657188410835,0.9849198946772016,-0.04844429823818919
2021-02-24,-0.0010119132467454016,0.9839232411887947,-0.04940719005781802
2021-02-25,-0.009056099712777675,0.9750127342068696,-0.05801585333090398
2021-02-26,-0.017617101308608628,0.9578358360911637,-0.07461088347387668
2021-03-01,0.008914468515873082,0.9663744334953733,-0.06636153132967293
2021-03-02,0.004891891935967634,0.9711018327937148,-0.061794272833675334
2021-03-03,-0.012609463699685066,0.9588567594844047,-0.07362454389321571
2021-03-04,-0.003736670931350989,0.95527382730391,-0.07708610413156691
2021-03-05,0.0146722998791698,0.9692898913648351,-0.06354483468873251
2021-03-08,-0.004871617208124655,0.9645678820504009,-0.0681068857867001
2021-03-09,0.006963420991632906,0.9712845742881255,-0.0616177217132291
2021-03-10,0.009849981787684207,0.9808517096555223,-0.05237467336221868
2021-03-11,0.00020822118051757184,0.9810559437564195,-0.05217735769801779
2021-03-12,0.005264918242636585,0.9862211230917496,-0.04718714897777809
2021-03-15,0.014111476914111167,1.0001381597024674,-0.033741552427109744
2021-03-16,0.004685561333248475,1.0048243683914755,-0.02921408920723767
2021-03-17,-0.008278959696891684,0.9965054679431079,-0.03725118663700111
2021-03-18,-0.00728418819407076,0.9892467345781898,-0.04426403017715552
2021-03-19,-0.0012549746065941953,0.9880052550466379,-0.04546345454989187
2021-03-22,0.008736103700959919,0.9966365714118187,-0.0371245243024837
2021-03-23,-0.00014788461165570572,0.9964891841994936,-0.03726691876827992
2021-03-24,-0.005881582215343859,0.9906282511359233,-0.04292931253697563
2021-03-25,0.002461554663119198,0.9930667367269247,-0.04057343072331632
2021-03-26,0.016886782873988516,1.0098364390894126,-0.024371802564405187
2021-03-29,0.010912714079282636,1.0208564954160362,-0.013725050998104726
2021-03-30,-0.009552470693618883,1.011104793661184,-0.023146413544295696
2021-03-31,0.00108237752926898,1.012199190769579,-0.022089089172930287
2021-04-01,0.01092348033099636,1.023255928721001,-0.011406898573044
2021-04-05,0.00964797820592877,1.0331282796203884,-0.0018689738759454233
2021-04-06,-0.0007892888242450507,1.0323128430152726,-0.0026567875399973184
2021-04-07,-0.002424852401706435,1.0298096367385747,-0.005075197624056504
2021-04-08,-0.0005032789267854298,1.0292913552498035,-0.005575922310828596
2021-04-09,0.0036193512617925592,1.0330167222151792,-0.0019767522704873253
2021-04-12,-0.000231057852591535,1.032778035589653,-0.002207353378944066
2021-04-13,0.0049640693966211,1.037904817429626,0.0
2021-04-14,-0.0030604217061121846,1.0347283909974858,-0.003060421706112315
2021-04-15,0.012346753714828873,1.047503927602873,0.0
2021-04-16,0.004645121380019644,1.0523697104926357,0.0
2021-04-19,-0.002863061296054434,1.0493567115053843,-0.0028630612960542923
2021-04-20,0.007465341334233325,1.0571905175381406,0.0
2021-04-21,0.0073950668923146645,1.065008512133256,0.0
2021-04-22,-0.0072509648865955855,1.0572861728078524,-0.00725096488659549
2021-04-23,0.00339629300011878,1.0608770264356822,-0.0038792982877651205
2021-04-26,-0.005516448710512182,1.0550247527311891,-0.009374347048240028
2021-04-27,-0.005752510484209477,1.0489557117800026,-0.01507293150277178
2021-04-28,-0.00010193522233931899,1.048848786246298,-0.015173330262487128
2021-04-29,-0.0007562890732685521,1.048055553369749,-0.015918143911872962
2021-04-30,-0.0016560426643240402,1.046319928658787,-0.017547825450742183
2021-05-03,0.016042265095551234,1.0631052703290895,-0.0017870672229222118
2021-05-04,-0.006340716723906723,1.0563644209622405,-0.008116452659801765
2021-05-05,0.006797841960169324,1.0635454193482876,-0.0013737850620909597
2021-05-06,0.008944665971348319,1.0730584778697156,0.0
2021-05-07,0.0018078595678761695,1.0749984169058229,0.0
2021-05-10,0.005568870257354518,1.0809849436164327,0.0
2021-05-11,-0.0067168542677453905,1.0737241252845342,-0.006716854267745376
2021-05-12,-0.012428740466517863,1.0603790867987337,-0.019062112695818034
2021-05-13,0.014129961255816018,1.0753622022116776,-0.0052014983538478665
2021-05-14,0.004897850122867769,1.0806291651059075,-0.0003291243903315033
2021-05-17,0.008316319648553271,1.0896160226644773,0.0
2021-05-18,0.003563200036791605,1.093498542516524,0.0
2021-05-19,-0.00018864371077498504,1.0932922608937365,-0.0001886437107750938
2021-05-20,0.008461114587369792,1.1025427319906431,0.0
2021-05-21,-0.006058191484045165,1.0958633170009016,-0.006058191484045072
2021-05-24,0.0007361300994730897,1.0966700149734543,-0.005326521001671858
2021-05-25,-0.005354166840160177,1.0907982607446853,-0.010652168759711533
2021-05-26,0.0007844025116297891,1.0916538856400948,-0.009876121836011276
2021-05-27,-0.0052795149040139955,1.085890482680833,-0.015103495607598272
2021-05-28,0.003188449455162905,1.0893527895987034,-0.01196320288477637
2021-06-01,-0.002028231996063667,1.0871433294158381,-0.013967170729973777
2021-06-02,-0.0022289443093142214,1.084720147478328,-0.016164982993572052
2021-06-03,0.002297030955618705,1.087211783235269,-0.013905083504286542
2021-06-04,0.007611292453752516,1.0954868700766385,-0.006399626707678907
