rebalance_date,effective_date,estimation_end,ticker,asset_class,sector,base_weight,sentiment_lag1,rolling_mean,rolling_std,z_score,signal_available,sentiment_source_date,lambda,raw_tilted_weight,weight,variant
2021-01-04,2021-01-05,2021-01-04,GE,equity,Industrials,0.0,0.09613194444444445,0.1289535551309121,0.10541806609948545,-0.31134711440725116,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,GILD,equity,Healthcare,0.1265582749911815,0.1792875,0.12568217983451732,0.13260773364358694,0.40423977314595394,True,2021-01-04,0.0,0.1265582749911815,0.1265582749911815,base
2021-01-04,2021-01-05,2021-01-04,GS,equity,Financials,2.1277846095125755e-17,0.24717708333333333,0.14698786393306112,0.14211545973397133,0.7049846623852066,True,2021-01-04,0.0,2.1277846095125755e-17,2.1277846095125755e-17,base
2021-01-04,2021-01-05,2021-01-04,INTC,equity,Tech,0.0,0.21894999999999998,0.14494448705183707,0.10548956607513925,0.7015434388596258,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,KO,equity,Consumer,0.0,0.09742533333333334,0.14740496056296498,0.09565788505127494,-0.5224830885905679,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,MMM,equity,Industrials,0.07794563469761831,0.09613194444444445,0.1289535551309121,0.10541806609948545,-0.31134711440725116,True,2021-01-04,0.0,0.07794563469761831,0.07794563469761831,base
2021-01-04,2021-01-05,2021-01-04,MRK,equity,Healthcare,0.057871241721114984,0.1792875,0.12568217983451732,0.13260773364358694,0.40423977314595394,True,2021-01-04,0.0,0.057871241721114984,0.057871241721114984,base
2021-01-04,2021-01-05,2021-01-04,MS,equity,Financials,0.0,0.24717708333333333,0.14698786393306112,0.14211545973397133,0.7049846623852066,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,NEE,equity,Utilities,2.455841506900503e-17,0.196125,0.20402344264749928,0.16097514579822195,-0.049066224530088444,True,2021-01-04,0.0,2.455841506900503e-17,2.455841506900503e-17,base
2021-01-04,2021-01-05,2021-01-04,NEM,equity,Materials,0.13616748791844624,0.14986666666666668,0.17496778911564626,0.18088382123065086,-0.1387693066090876,True,2021-01-04,0.0,0.13616748791844624,0.13616748791844624,base
2021-01-04,2021-01-05,2021-01-04,NKE,equity,Consumer,0.004595215614298017,0.09742533333333334,0.14740496056296498,0.09565788505127494,-0.5224830885905679,True,2021-01-04,0.0,0.004595215614298017,0.004595215614298017,base
2021-01-04,2021-01-05,2021-01-04,NUE,equity,Materials,1.850784267124527e-17,0.14986666666666668,0.17496778911564626,0.18088382123065086,-0.1387693066090876,True,2021-01-04,0.0,1.850784267124527e-17,1.850784267124527e-17,base
2021-01-04,2021-01-05,2021-01-04,NVDA,equity,Tech,0.0,0.21894999999999998,0.14494448705183707,0.10548956607513925,0.7015434388596258,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,O,equity,RealEstate,1.3762004737180198e-17,0.0,0.118465,0.1615058577484956,-0.733502806966167,True,2021-01-04,0.0,1.3762004737180198e-17,1.3762004737180198e-17,base
2021-01-04,2021-01-05,2021-01-04,OXY,equity,Energy,2.068824716007317e-17,0.08294791666666666,0.10068816151739034,0.13192194559990653,-0.13447531242850502,True,2021-01-04,0.0,2.068824716007317e-17,2.068824716007317e-17,base
2021-01-04,2021-01-05,2021-01-04,PLD,equity,RealEstate,0.0,0.0,0.118465,0.1615058577484956,-0.733502806966167,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,PSA,equity,RealEstate,0.07780903499710431,0.0,0.118465,0.1615058577484956,-0.733502806966167,True,2021-01-04,0.0,0.07780903499710431,0.07780903499710431,base
2021-01-04,2021-01-05,2021-01-04,QCOM,equity,Tech,8.796282556813445e-18,0.21894999999999998,0.14494448705183707,0.10548956607513925,0.7015434388596258,True,2021-01-04,0.0,8.796282556813445e-18,8.796282556813445e-18,base
2021-01-04,2021-01-05,2021-01-04,SBUX,equity,Consumer,0.0,0.09742533333333334,0.14740496056296498,0.09565788505127494,-0.5224830885905679,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,SHW,equity,Materials,1.3190757746247585e-17,0.14986666666666668,0.17496778911564626,0.18088382123065086,-0.1387693066090876,True,2021-01-04,0.0,1.3190757746247585e-17,1.3190757746247585e-17,base
2021-01-04,2021-01-05,2021-01-04,SLB,equity,Energy,2.5807247538246504e-17,0.08294791666666666,0.10068816151739034,0.13192194559990653,-0.13447531242850502,True,2021-01-04,0.0,2.5807247538246504e-17,2.5807247538246504e-17,base
2021-01-04,2021-01-05,2021-01-04,SO,equity,Utilities,1.3250602662325175e-17,0.196125,0.20402344264749928,0.16097514579822195,-0.049066224530088444,True,2021-01-04,0.0,1.3250602662325175e-17,1.3250602662325175e-17,base
2021-01-04,2021-01-05,2021-01-04,T,equity,Comm,8.592266991677093e-18,0.029888888888888885,0.10462215525610917,0.12765379573658875,-0.5854370873658234,True,2021-01-04,0.0,8.592266991677093e-18,8.592266991677093e-18,base
2021-01-04,2021-01-05,2021-01-04,TMUS,equity,Comm,2.6219370154284362e-17,0.029888888888888885,0.10462215525610917,0.12765379573658875,-0.5854370873658234,True,2021-01-04,0.0,2.6219370154284362e-17,2.6219370154284362e-17,base
2021-01-04,2021-01-05,2021-01-04,TTWO,equity,Comm,0.03783078199275431,0.029888888888888885,0.10462215525610917,0.12765379573658875,-0.5854370873658234,True,2021-01-04,0.0,0.03783078199275431,0.03783078199275431,base
2021-01-04,2021-01-05,2021-01-04,UPS,equity,Industrials,0.01429925891423386,0.09613194444444445,0.1289535551309121,0.10541806609948545,-0.31134711440725116,True,2021-01-04,0.0,0.01429925891423386,0.01429925891423386,base
2021-01-04,2021-01-05,2021-01-04,USB,equity,Financials,2.527088384958006e-18,0.24717708333333333,0.14698786393306112,0.14211545973397133,0.7049846623852066,True,2021-01-04,0.0,2.527088384958006e-18,2.527088384958006e-18,base
2021-01-04,2021-01-05,2021-01-04,V,equity,Financials,0.0,0.24717708333333333,0.14698786393306112,0.14211545973397133,0.7049846623852066,True,2021-01-04,0.0,0.0,0.0,base
2021-01-04,2021-01-05,2021-01-04,WFC,equity,Financials,2.4058625450681512e-17,0.24717708333333333,0.14698786393306112,0.14211545973397133,0.7049846623852066,True,2021-01-04,0.0,2.4058625450681512e-17,2.4058625450681512e-17,base
2021-01-04,2021-01-05,2021-01-04,WMT,equity,Consumer,0.22981438934587664,0.09742533333333334,0.14740496056296498,0.09565788505127494,-0.5224830885905679,True,2021-01-04,0.0,0.22981438934587664,0.22981438934587664,base
2021-01-04,2021-01-05,2021-01-04,XOM,equity,Energy,8.097644023732943e-17,0.08294791666666666,0.10068816151739034,0.13192194559990653,-0.13447531242850502,True,2021-01-04,0.0,8.097644023732943e-17,8.097644023732943e-17,base
2021-02-01,2021-02-02,2021-02-01,ABBV,equity,Healthcare,0.14464729804041324,0.23296999999999998,0.1385850081679894,0.13951834898417054,0.6765059400374591,True,2021-02-01,0.0,0.14464729804041324,0.14464729804041324,base
2021-02-01,2021-02-02,2021-02-01,ABT,equity,Healthcare,1.1715060941808765e-17,0.23296999999999998,0.1385850081679894,0.13951834898417054,0.6765059400374591,True,2021-02-01,0.0,1.1715060941808765e-17,1.1715060941808765e-17,base
2021-02-01,2021-02-02,2021-02-01,ADBE,equity,Tech,4.390048168497151e-18,0.2842746428571429,0.14915111163368638,0.10825053976440743,1.2482481058989126,True,2021-02-01,0.0,4.390048168497151e-18,4.390048168497151e-18,base
2021-02-01,2021-02-02,2021-02-01,AEP,equity,Utilities,0.0,0.5081,0.21232126759508835,0.1670503402164049,1.7705964083745407,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,AMD,equity,Tech,0.0,0.2842746428571429,0.14915111163368638,0.10825053976440743,1.2482481058989126,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,AMGN,equity,Healthcare,3.218115447027035e-18,0.23296999999999998,0.1385850081679894,0.13951834898417054,0.6765059400374591,True,2021-02-01,0.0,3.218115447027035e-18,3.218115447027035e-18,base
2021-02-01,2021-02-02,2021-02-01,AMT,equity,RealEstate,2.8334751330723696e-17,0.2083,0.11434886752136753,0.14289670718560368,0.6574758392200217,True,2021-02-01,0.0,2.8334751330723696e-17,2.8334751330723696e-17,base
2021-02-01,2021-02-02,2021-02-01,BA,equity,Industrials,1.862990904493929e-17,-0.04230342857142857,0.12154019899704468,0.09632345522613532,-1.700973321438928,True,2021-02-01,0.0,1.862990904493929e-17,1.862990904493929e-17,base
2021-02-01,2021-02-02,2021-02-01,CAT,equity,Industrials,0.0,-0.04230342857142857,0.12154019899704468,0.09632345522613532,-1.700973321438928,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,CCI,equity,RealEstate,2.2892745947723174e-17,0.2083,0.11434886752136753,0.14289670718560368,0.6574758392200217,True,2021-02-01,0.0,2.2892745947723174e-17,2.2892745947723174e-17,base
2021-02-01,2021-02-02,2021-02-01,CMCSA,equity,Comm,0.0,0.41345333333333334,0.08419915359665751,0.1157652295429087,2.844154337504569,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,COP,equity,Energy,0.0,0.09369515151515152,0.10195511109839234,0.13890990341681694,-0.059462712017412815,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,CVX,equity,Energy,2.0395062810574003e-17,0.09369515151515152,0.10195511109839234,0.13890990341681694,-0.059462712017412815,True,2021-02-01,0.0,2.0395062810574003e-17,2.0395062810574003e-17,base
2021-02-01,2021-02-02,2021-02-01,D,equity,Utilities,0.0,0.5081,0.21232126759508835,0.1670503402164049,1.7705964083745407,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,DD,equity,Materials,1.3265494249025069e-17,0.199695,0.1285557451923077,0.18475722410595058,0.38504180365308427,True,2021-02-01,0.0,1.3265494249025069e-17,1.3265494249025069e-17,base
2021-02-01,2021-02-02,2021-02-01,DIS,equity,Consumer,1.945088009140266e-18,0.07755583333333334,0.1330428021386164,0.09270982004426477,-0.5985015263624774,True,2021-02-01,0.0,1.945088009140266e-18,1.945088009140266e-18,base
2021-02-01,2021-02-02,2021-02-01,DOW,equity,Materials,0.0,0.199695,0.1285557451923077,0.18475722410595058,0.38504180365308427,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,DUK,equity,Utilities,0.0,0.5081,0.21232126759508835,0.1670503402164049,1.7705964083745407,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,EA,equity,Comm,0.08988734490131225,0.41345333333333334,0.08419915359665751,0.1157652295429087,2.844154337504569,True,2021-02-01,0.0,0.08988734490131225,0.08988734490131225,base
2021-02-01,2021-02-02,2021-02-01,GE,equity,Industrials,0.0,-0.04230342857142857,0.12154019899704468,0.09632345522613532,-1.700973321438928,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,GILD,equity,Healthcare,0.12205562155911596,0.23296999999999998,0.1385850081679894,0.13951834898417054,0.6765059400374591,True,2021-02-01,0.0,0.12205562155911596,0.12205562155911596,base
2021-02-01,2021-02-02,2021-02-01,GS,equity,Financials,2.0029383145934217e-17,0.09057375,0.13075753707752436,0.12843427519157502,-0.3128743243778614,True,2021-02-01,0.0,2.0029383145934217e-17,2.0029383145934217e-17,base
2021-02-01,2021-02-02,2021-02-01,INTC,equity,Tech,4.304819443701457e-17,0.2842746428571429,0.14915111163368638,0.10825053976440743,1.2482481058989126,True,2021-02-01,0.0,4.304819443701457e-17,4.304819443701457e-17,base
2021-02-01,2021-02-02,2021-02-01,KO,equity,Consumer,0.001165209888746575,0.07755583333333334,0.1330428021386164,0.09270982004426477,-0.5985015263624774,True,2021-02-01,0.0,0.001165209888746575,0.001165209888746575,base
2021-02-01,2021-02-02,2021-02-01,MMM,equity,Industrials,0.09907359158482931,-0.04230342857142857,0.12154019899704468,0.09632345522613532,-1.700973321438928,True,2021-02-01,0.0,0.09907359158482931,0.09907359158482931,base
2021-02-01,2021-02-02,2021-02-01,MRK,equity,Healthcare,0.061592914633660144,0.23296999999999998,0.1385850081679894,0.13951834898417054,0.6765059400374591,True,2021-02-01,0.0,0.061592914633660144,0.061592914633660144,base
2021-02-01,2021-02-02,2021-02-01,MS,equity,Financials,2.132287087027693e-17,0.09057375,0.13075753707752436,0.12843427519157502,-0.3128743243778614,True,2021-02-01,0.0,2.132287087027693e-17,2.132287087027693e-17,base
2021-02-01,2021-02-02,2021-02-01,NEE,equity,Utilities,1.8544759002065504e-18,0.5081,0.21232126759508835,0.1670503402164049,1.7705964083745407,True,2021-02-01,0.0,1.8544759002065504e-18,1.8544759002065504e-18,base
2021-02-01,2021-02-02,2021-02-01,NEM,equity,Materials,0.12929812993643233,0.199695,0.1285557451923077,0.18475722410595058,0.38504180365308427,True,2021-02-01,0.0,0.12929812993643233,0.12929812993643233,base
2021-02-01,2021-02-02,2021-02-01,NKE,equity,Consumer,0.0,0.07755583333333334,0.1330428021386164,0.09270982004426477,-0.5985015263624774,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,NUE,equity,Materials,8.213015771657682e-18,0.199695,0.1285557451923077,0.18475722410595058,0.38504180365308427,True,2021-02-01,0.0,8.213015771657682e-18,8.213015771657682e-18,base
2021-02-01,2021-02-02,2021-02-01,NVDA,equity,Tech,0.0,0.2842746428571429,0.14915111163368638,0.10825053976440743,1.2482481058989126,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,O,equity,RealEstate,0.0,0.2083,0.11434886752136753,0.14289670718560368,0.6574758392200217,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,OXY,equity,Energy,0.0,0.09369515151515152,0.10195511109839234,0.13890990341681694,-0.059462712017412815,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,PLD,equity,RealEstate,0.0,0.2083,0.11434886752136753,0.14289670718560368,0.6574758392200217,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,PSA,equity,RealEstate,0.08775011890463857,0.2083,0.11434886752136753,0.14289670718560368,0.6574758392200217,True,2021-02-01,0.0,0.08775011890463857,0.08775011890463857,base
2021-02-01,2021-02-02,2021-02-01,QCOM,equity,Tech,0.0,0.2842746428571429,0.14915111163368638,0.10825053976440743,1.2482481058989126,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,SBUX,equity,Consumer,1.5742821950725302e-17,0.07755583333333334,0.1330428021386164,0.09270982004426477,-0.5985015263624774,True,2021-02-01,0.0,1.5742821950725302e-17,1.5742821950725302e-17,base
2021-02-01,2021-02-02,2021-02-01,SHW,equity,Materials,0.0,0.199695,0.1285557451923077,0.18475722410595058,0.38504180365308427,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,SLB,equity,Energy,5.357444673330242e-18,0.09369515151515152,0.10195511109839234,0.13890990341681694,-0.059462712017412815,True,2021-02-01,0.0,5.357444673330242e-18,5.357444673330242e-18,base
2021-02-01,2021-02-02,2021-02-01,SO,equity,Utilities,0.0,0.5081,0.21232126759508835,0.1670503402164049,1.7705964083745407,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,T,equity,Comm,0.0,0.41345333333333334,0.08419915359665751,0.1157652295429087,2.844154337504569,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,TMUS,equity,Comm,0.0,0.41345333333333334,0.08419915359665751,0.1157652295429087,2.844154337504569,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,TTWO,equity,Comm,0.03023058832661219,0.41345333333333334,0.08419915359665751,0.1157652295429087,2.844154337504569,True,2021-02-01,0.0,0.03023058832661219,0.03023058832661219,base
2021-02-01,2021-02-02,2021-02-01,UPS,equity,Industrials,0.00869675844254088,-0.04230342857142857,0.12154019899704468,0.09632345522613532,-1.700973321438928,True,2021-02-01,0.0,0.00869675844254088,0.00869675844254088,base
2021-02-01,2021-02-02,2021-02-01,USB,equity,Financials,0.0,0.09057375,0.13075753707752436,0.12843427519157502,-0.3128743243778614,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,V,equity,Financials,0.0,0.09057375,0.13075753707752436,0.12843427519157502,-0.3128743243778614,True,2021-02-01,0.0,0.0,0.0,base
2021-02-01,2021-02-02,2021-02-01,WFC,equity,Financials,1.733024763624344e-17,0.09057375,0.13075753707752436,0.12843427519157502,-0.3128743243778614,True,2021-02-01,0.0,1.733024763624344e-17,1.733024763624344e-17,base
2021-02-01,2021-02-02,2021-02-01,WMT,equity,Consumer,0.2256024237816984,0.07755583333333334,0.1330428021386164,0.09270982004426477,-0.5985015263624774,True,2021-02-01,0.0,0.2256024237816984,0.2256024237816984,base
2021-02-01,2021-02-02,2021-02-01,XOM,equity,Energy,0.0,0.09369515151515152,0.10195511109839234,0.13890990341681694,-0.059462712017412815,True,2021-02-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,ABBV,equity,Healthcare,0.14946060674183723,0.1589375,0.1449550736872695,0.14592317428803156,0.09582046430220317,True,2021-03-01,0.0,0.14946060674183723,0.14946060674183723,base
2021-03-01,2021-03-02,2021-03-01,ABT,equity,Healthcare,3.454871784846337e-17,0.1589375,0.1449550736872695,0.14592317428803156,0.09582046430220317,True,2021-03-01,0.0,3.454871784846337e-17,3.454871784846337e-17,base
2021-03-01,2021-03-02,2021-03-01,ADBE,equity,Tech,5.012165944106315e-18,0.07651250000000001,0.15443656898420619,0.1023785690421087,-0.761136531925502,True,2021-03-01,0.0,5.012165944106315e-18,5.012165944106315e-18,base
2021-03-01,2021-03-02,2021-03-01,AEP,equity,Utilities,0.0,-0.03959999999999999,0.2170821212121212,0.17346819476919426,-1.4797071103071435,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,AMD,equity,Tech,0.0,0.07651250000000001,0.15443656898420619,0.1023785690421087,-0.761136531925502,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,AMGN,equity,Healthcare,0.0,0.1589375,0.1449550736872695,0.14592317428803156,0.09582046430220317,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,AMT,equity,RealEstate,0.0,0.48735,0.12209335353535354,0.14384492159499263,2.5392390806333576,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,BA,equity,Industrials,3.2125100528984286e-17,-0.036735000000000004,0.10587432469912038,0.11154934244510532,-1.2784416436098673,True,2021-03-01,0.0,3.2125100528984286e-17,3.2125100528984286e-17,base
2021-03-01,2021-03-02,2021-03-01,CAT,equity,Industrials,5.064571924067274e-18,-0.036735000000000004,0.10587432469912038,0.11154934244510532,-1.2784416436098673,True,2021-03-01,0.0,5.064571924067274e-18,5.064571924067274e-18,base
2021-03-01,2021-03-02,2021-03-01,CCI,equity,RealEstate,0.0,0.48735,0.12209335353535354,0.14384492159499263,2.5392390806333576,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,CMCSA,equity,Comm,0.0,0.021162500000000004,0.09145254339025172,0.12328102872581953,-0.5701610711456565,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,COP,equity,Energy,2.139672865501893e-17,0.2517376666666667,0.08248859189980343,0.13499849771788627,1.2537108014383411,True,2021-03-01,0.0,2.139672865501893e-17,2.139672865501893e-17,base
2021-03-01,2021-03-02,2021-03-01,CVX,equity,Energy,0.0,0.2517376666666667,0.08248859189980343,0.13499849771788627,1.2537108014383411,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,D,equity,Utilities,0.0,-0.03959999999999999,0.2170821212121212,0.17346819476919426,-1.4797071103071435,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,DD,equity,Materials,0.0,0.0033374999999999932,0.10359529088050315,0.1613994092180971,-0.6211781775794855,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,DIS,equity,Consumer,0.0,0.22644791666666667,0.12179060355623908,0.10141814984191658,1.0319386941445883,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,DOW,equity,Materials,5.970669613244847e-18,0.0033374999999999932,0.10359529088050315,0.1613994092180971,-0.6211781775794855,True,2021-03-01,0.0,5.970669613244847e-18,5.970669613244847e-18,base
2021-03-01,2021-03-02,2021-03-01,DUK,equity,Utilities,3.338702202887484e-17,-0.03959999999999999,0.2170821212121212,0.17346819476919426,-1.4797071103071435,True,2021-03-01,0.0,3.338702202887484e-17,3.338702202887484e-17,base
2021-03-01,2021-03-02,2021-03-01,EA,equity,Comm,0.09291431113960187,0.021162500000000004,0.09145254339025172,0.12328102872581953,-0.5701610711456565,True,2021-03-01,0.0,0.09291431113960187,0.09291431113960187,base
2021-03-01,2021-03-02,2021-03-01,GE,equity,Industrials,1.5595202935132327e-17,-0.036735000000000004,0.10587432469912038,0.11154934244510532,-1.2784416436098673,True,2021-03-01,0.0,1.5595202935132327e-17,1.5595202935132327e-17,base
2021-03-01,2021-03-02,2021-03-01,GILD,equity,Healthcare,0.11602583298815228,0.1589375,0.1449550736872695,0.14592317428803156,0.09582046430220317,True,2021-03-01,0.0,0.11602583298815228,0.11602583298815228,base
2021-03-01,2021-03-02,2021-03-01,GS,equity,Financials,2.1638345616558835e-17,0.001716000000000001,0.11998243848167575,0.13455212756819743,-0.8789637192599031,True,2021-03-01,0.0,2.1638345616558835e-17,2.1638345616558835e-17,base
2021-03-01,2021-03-02,2021-03-01,INTC,equity,Tech,0.0,0.07651250000000001,0.15443656898420619,0.1023785690421087,-0.761136531925502,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,KO,equity,Consumer,0.0,0.22644791666666667,0.12179060355623908,0.10141814984191658,1.0319386941445883,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,MMM,equity,Industrials,0.10160197560730476,-0.036735000000000004,0.10587432469912038,0.11154934244510532,-1.2784416436098673,True,2021-03-01,0.0,0.10160197560730476,0.10160197560730476,base
2021-03-01,2021-03-02,2021-03-01,MRK,equity,Healthcare,0.06500690615462902,0.1589375,0.1449550736872695,0.14592317428803156,0.09582046430220317,True,2021-03-01,0.0,0.06500690615462902,0.06500690615462902,base
2021-03-01,2021-03-02,2021-03-01,MS,equity,Financials,0.0,0.001716000000000001,0.11998243848167575,0.13455212756819743,-0.8789637192599031,True,2021-03-01,0.0,0.0,0.0,base
2021-03-01,2021-03-02,2021-03-01,NEE,equity,Utilities,2.9395324688864488e-18,-0.03959999999999999,0.2170821212121212,0.17346819476919426,-1.4797071103071435,True,2021-03-01,0.0,2.9395324688864488e-18,2.9395324688864488e-18,base
2021-03-01,2021-03-02,2021-03-01,NEM,equity,Materials,0.12742839395502387,0.0033374999999999932,0.10359529088050315,0.1613994092180971,-0.6211781775794855,True,2021-03-01,0.0,0.12742839395502387,0.12742839395502387,base
