date,variant,daily_return,growth_of_1,drawdown
2021-01-05,base,0.0011434839104925223,1.0011434839104925,0.0
2021-01-06,base,0.005888465128266463,1.0070386824038906,0.0
2021-01-07,base,0.006407895791106831,1.0134916813383483,0.0
2021-01-08,base,-0.002272395950634934,1.011188626945673,-0.0022723959506348868
2021-01-11,base,0.0003431041966056499,1.0115355700071378,-0.001930071422616364
2021-01-12,base,0.001375255472304451,1.0129266898352207,-0.0005574702915978058
2021-01-13,base,-0.00164268527341412,1.0112627700787802,-0.0021992398167736127
2021-01-14,base,0.0038198276244314072,1.0151256195434861,0.0
2021-01-15,base,-0.005209554822005672,1.0098372669772517,-0.005209554822005802
2021-01-19,base,0.009640090310154673,1.0195721894294723,0.0
2021-01-20,base,0.015193230706472395,1.0350627849253773,0.0
2021-01-21,base,-0.009319440839859635,1.025416578535725,-0.009319440839859583
2021-01-22,base,-0.00046036698158641597,1.0249445106005959,-0.009775517458596394
2021-01-25,base,0.0033491248946476266,1.0283771777766808,-0.006459131992827327
2021-01-26,base,-0.0018088258207207752,1.0265170225840785,-0.008256274368819927
2021-01-27,base,-0.021606077258193163,1.0043380164872764,-0.02968396592513567
2021-01-28,base,0.0010314923796758374,1.0053739834979019,-0.028683092330110016
2021-01-29,base,-0.0104265790282775,0.9948913722059869,-0.038810604829432216
2021-02-01,base,0.0005778288240023424,0.9954662491175987,-0.03825520189157727
2021-02-02,base,0.0062815587575022515,1.0017193288525412,-0.032213945432537194
2021-02-03,base,-0.0025064820936130747,0.9992085372919463,-0.03463968384875893
2021-02-04,base,0.002323638331466219,1.001530336550326,-0.03239653561447364
2021-02-05,base,0.014733602531931058,1.01628648645273,-0.018140250761697563
2021-02-08,base,0.003263831618440612,1.0196034744206082,-0.014935625867259494
2021-02-09,base,-0.0005940394261284196,1.0189977897577849,-0.015520792942768757
2021-02-10,base,-0.0071226509903855074,1.011739824141366,-0.022532894741928877
2021-02-11,base,-0.0048211896383141455,1.0068620345845458,-0.027245449021592094
2021-02-12,base,0.00417827643634809,1.011068982498304,-0.023181011602888657
2021-02-16,base,-0.009180075633627533,1.0017872927681546,-0.03214828379673773
2021-02-17,base,0.006701972170658793,1.0085012433252063,-0.02566176852941915
2021-02-18,base,-0.01098739908023989,0.997420437691874,-0.03636721151772171
2021-02-19,base,-0.007202523648455029,0.9902364934019459,-0.04330779946519203
2021-02-22,base,0.001583631033233857,0.9918046626431378,-0.04179275200717236
2021-02-23,base,-0.006941657188410835,0.9849198946772016,-0.04844429823818919
2021-02-24,base,-0.0010119132467454016,0.9839232411887947,-0.04940719005781802
2021-02-25,base,-0.009056099712777675,0.9750127342068696,-0.05801585333090398
2021-02-26,base,-0.017617101308608628,0.9578358360911637,-0.07461088347387668
2021-03-01,base,0.008914468515873082,0.9663744334953733,-0.06636153132967293
2021-03-02,base,0.004891891935967634,0.9711018327937148,-0.061794272833675334
2021-03-03,base,-0.012609463699685066,0.9588567594844047,-0.07362454389321571
2021-03-04,base,-0.003736670931350989,0.95527382730391,-0.07708610413156691
2021-03-05,base,0.0146722998791698,0.9692898913648351,-0.06354483468873251
2021-03-08,base,-0.004871617208124655,0.9645678820504009,-0.0681068857867001
2021-03-09,base,0.006963420991632906,0.9712845742881255,-0.0616177217132291
2021-03-10,base,0.009849981787684207,0.9808517096555223,-0.05237467336221868
2021-03-11,base,0.00020822118051757184,0.9810559437564195,-0.05217735769801779
2021-03-12,base,0.005264918242636585,0.9862211230917496,-0.04718714897777809
2021-03-15,base,0.014111476914111167,1.0001381597024674,-0.033741552427109744
2021-03-16,base,0.004685561333248475,1.0048243683914755,-0.02921408920723767
2021-03-17,base,-0.008278959696891684,0.9965054679431079,-0.03725118663700111
2021-03-18,base,-0.00728418819407076,0.9892467345781898,-0.04426403017715552
2021-03-19,base,-0.0012549746065941953,0.9880052550466379,-0.04546345454989187
2021-03-22,base,0.008736103700959919,0.9966365714118187,-0.0371245243024837
2021-03-23,base,-0.00014788461165570572,0.9964891841994936,-0.03726691876827992
2021-03-24,base,-0.005881582215343859,0.9906282511359233,-0.04292931253697563
2021-03-25,base,0.002461554663119198,0.9930667367269247,-0.04057343072331632
2021-03-26,base,0.016886782873988516,1.0098364390894126,-0.024371802564405187
2021-03-29,base,0.010912714079282636,1.0208564954160362,-0.013725050998104726
2021-03-30,base,-0.009552470693618883,1.011104793661184,-0.023146413544295696
2021-03-31,base,0.00108237752926898,1.012199190769579,-0.022089089172930287
2021-04-01,base,0.01092348033099636,1.023255928721001,-0.011406898573044
2021-04-05,base,0.00964797820592877,1.0331282796203884,-0.0018689738759454233
2021-04-06,base,-0.0007892888242450507,1.0323128430152726,-0.0026567875399973184
2021-04-07,base,-0.002424852401706435,1.0298096367385747,-0.005075197624056504
2021-04-08,base,-0.0005032789267854298,1.0292913552498035,-0.005575922310828596
2021-04-09,base,0.0036193512617925592,1.0330167222151792,-0.0019767522704873253
2021-04-12,base,-0.000231057852591535,1.032778035589653,-0.002207353378944066
