date,fund_id,asset_family,method,daily_return,growth_of_1,drawdown
2021-01-25,crypto_max_sharpe,crypto,max_sharpe,-0.02363657727636857,1.4305170621007093,-0.08023433222149934
2021-01-25,crypto_min_variance,crypto,min_variance,0.0006312479679062544,1.1028979287455714,-0.19744998493385624
2021-01-25,crypto_risk_parity,crypto,risk_parity,-0.023740632729759962,1.3597831286244866,-0.13267878663560873
2021-01-25,equity_equal_weight,equity,equal_weight,0.0017913779119617087,1.0401810013259496,-0.009469241071837331
2021-01-25,equity_max_sharpe,equity,max_sharpe,0.0007817369198632939,1.0025180222137284,-0.01346970443126927
2021-01-25,equity_min_variance,equity,min_variance,0.0034973044079196847,1.0282426439055214,-0.006477874322512567
2021-01-25,equity_risk_parity,equity,risk_parity,0.003056082596101442,1.035291480771107,-0.006498628267235351
2021-01-26,combined_equal_weight,combined,equal_weight,-0.0048779099646470885,1.0308660040420583,-0.037521713308911964
2021-01-26,combined_max_sharpe,combined,max_sharpe,0.00011928388842820141,1.1210487366032673,-0.11417830114101402
2021-01-26,combined_min_variance,combined,min_variance,-0.0022680827110503564,1.0259105130932284,-0.00873126769495991
2021-01-26,combined_risk_parity,combined,risk_parity,-0.003802939580166738,1.0286180625610208,-0.024373287968301405
2021-01-26,crypto_equal_weight,crypto,equal_weight,-0.0010614600971175364,1.3753588791518094,-0.13184303125264207
2021-01-26,crypto_max_sharpe,crypto,max_sharpe,0.012863302323985836,1.4489182355501309,-0.0684031083696417
2021-01-26,crypto_min_variance,crypto,min_variance,0.005565419729368313,1.1090360186376915,-0.19298345724620214
2021-01-26,crypto_risk_parity,crypto,risk_parity,-0.0006748331243307701,1.3588655019273845,-0.1332640837198219
2021-01-26,equity_equal_weight,equity,equal_weight,-0.005537067326317543,1.0344214490900514,-0.014953876572810998
2021-01-26,equity_max_sharpe,equity,max_sharpe,-0.007825770620557388,0.994672546128909,-0.021190064234620776
2021-01-26,equity_min_variance,equity,min_variance,-0.002268075970374251,1.0259105114731653,-0.008731257981796747
2021-01-26,equity_risk_parity,equity,risk_parity,-0.004102973100375174,1.0310437076744556,-0.010574937670640772
