date,sentiment,n_tickers,n_headlines,index_0_100,standardised_sentiment,news_available,model
2020-11-02,0.09028287537537537,37,148,54.51414376876876,-0.6832096895244365,True,vader_finance_enhanced
2020-11-03,0.12870001587301588,30,96,56.435000793650794,0.1570332579079165,True,vader_finance_enhanced
2020-11-04,0.13562332093253968,32,116,56.781166046626986,0.30845676767030694,True,vader_finance_enhanced
2020-11-05,0.13427270291112395,38,106,56.7136351455562,0.27891663916336346,True,vader_finance_enhanced
2020-11-06,0.11233990046018408,35,115,55.61699502300921,-0.20078805353652943,True,vader_finance_enhanced
2020-11-09,0.14098967370348947,38,164,57.04948368517447,0.42582729579437606,True,vader_finance_enhanced
2020-11-10,0.08590321895424838,34,121,54.29516094771242,-0.7789996252760261,True,vader_finance_enhanced
2020-11-11,0.10816570660522275,31,87,55.408285330261144,-0.2920842016207976,True,vader_finance_enhanced
2020-11-12,0.17192927348841636,35,124,58.59646367442082,1.1025247328995926,True,vader_finance_enhanced
2020-11-13,0.1809547408438638,29,92,59.04773704219319,1.299925819874335,True,vader_finance_enhanced
2020-11-16,0.15070059126984128,40,161,57.53502956349207,0.6382202509318152,True,vader_finance_enhanced
2020-11-17,0.15103633771929825,28,85,57.55181688596491,0.6455635508918682,True,vader_finance_enhanced
2020-11-18,0.12696844618055556,32,99,56.34842230902778,0.11916112054343052,True,vader_finance_enhanced
2020-11-19,0.08095629201680672,34,75,54.04781460084034,-0.8871966544355433,True,vader_finance_enhanced
2020-11-20,0.06910183673469387,28,90,53.455091836734695,-1.1464721319287023,True,vader_finance_enhanced
2020-11-23,0.10087163967611337,38,153,55.043581983805666,-0.45161685334588186,True,vader_finance_enhanced
2020-11-24,0.09790378264208908,31,90,54.89518913210445,-0.5165285284347544,True,vader_finance_enhanced
2020-11-25,0.15335719444444443,30,79,57.667859722222225,0.6963243173113468,True,vader_finance_enhanced
2020-11-27,0.19292465659340657,26,77,59.64623282967033,1.5617265983713835,True,vader_finance_enhanced
2020-11-30,0.1294449084249084,39,110,56.472245421245425,0.1733252230363733,True,vader_finance_enhanced
2020-12-01,0.16814333333333337,30,60,58.40716666666667,1.0197203004638988,True,vader_finance_enhanced
2020-12-02,0.1367349836601307,34,94,56.83674918300654,0.33277057017310235,True,vader_finance_enhanced
2020-12-03,0.13363172528270567,27,98,56.681586264135284,0.2648974559351518,True,vader_finance_enhanced
2020-12-04,0.08959502048131081,31,94,54.479751024065536,-0.6982541518687922,True,vader_finance_enhanced
2020-12-07,0.084967791005291,30,164,54.248389550264555,-0.7994588975373443,True,vader_finance_enhanced
2020-12-08,0.09203141256313131,32,99,54.60157062815657,-0.6449664465005222,True,vader_finance_enhanced
2020-12-09,0.11184759871441691,33,103,55.59237993572085,-0.21155546268076042,True,vader_finance_enhanced
2020-12-10,0.1743352641723356,35,105,58.71676320861678,1.1551475121477062,True,vader_finance_enhanced
2020-12-11,0.0476581656063235,39,133,52.38290828031617,-1.6154787575982676,True,vader_finance_enhanced
2020-12-14,0.10792682993197279,35,145,55.396341496598644,-0.29730880807001275,True,vader_finance_enhanced
2020-12-15,0.2102714365079365,30,79,60.51357182539683,1.9411278056200116,True,vader_finance_enhanced
2020-12-16,0.18285041666666665,28,72,59.142520833333336,1.3413872149728578,True,vader_finance_enhanced
2020-12-17,0.18618913605442178,35,101,59.30945680272109,1.4144102297698389,True,vader_finance_enhanced
2020-12-18,0.14415809895833334,32,86,57.20790494791667,0.4951257115630517,True,vader_finance_enhanced
2020-12-21,0.14020498008968701,44,214,57.01024900448435,0.4086648191927348,True,vader_finance_enhanced
2020-12-22,0.0955889247311828,31,89,54.77944623655914,-0.5671580914046078,True,vader_finance_enhanced
2020-12-23,0.17239477182539684,28,76,58.619738591269844,1.1127059095728893,True,vader_finance_enhanced
2020-12-24,0.22380935064935067,22,55,61.19046753246753,2.2372231613106988,True,vader_finance_enhanced
