fund_id,asset_family,method,rebalance_date,effective_date,estimation_start,estimation_end,n_estimation_observations,turnover
equity_max_sharpe,equity,max_sharpe,2022-08-01,2022-08-02,2020-01-03,2022-08-01,649,0.26189545224235294
equity_min_variance,equity,min_variance,2022-08-01,2022-08-02,2020-01-03,2022-08-01,649,0.04858935823459768
equity_risk_parity,equity,risk_parity,2022-08-01,2022-08-02,2020-01-03,2022-08-01,649,0.03415256555610952
combined_equal_weight,combined,equal_weight,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.02880192645478992
combined_max_sharpe,combined,max_sharpe,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.16638996947719736
combined_min_variance,combined,min_variance,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.0447619387245581
combined_risk_parity,combined,risk_parity,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.02445146114136092
crypto_equal_weight,crypto,equal_weight,2022-09-01,2022-09-02,2020-01-02,2022-09-01,974,0.034884956778462116
crypto_max_sharpe,crypto,max_sharpe,2022-09-01,2022-09-02,2020-01-02,2022-09-01,974,0.002009689164417191
crypto_min_variance,crypto,min_variance,2022-09-01,2022-09-02,2020-01-02,2022-09-01,974,0.001769264833114596
crypto_risk_parity,crypto,risk_parity,2022-09-01,2022-09-02,2020-01-02,2022-09-01,974,0.0345810453234025
equity_equal_weight,equity,equal_weight,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.024470465579020644
equity_max_sharpe,equity,max_sharpe,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.13475345191550997
equity_min_variance,equity,min_variance,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.04476193836106152
equity_risk_parity,equity,risk_parity,2022-09-01,2022-09-02,2020-01-03,2022-09-01,672,0.02226394167736587
crypto_equal_weight,crypto,equal_weight,2022-10-01,2022-10-02,2020-01-02,2022-10-01,1004,0.06400116291468032
crypto_max_sharpe,crypto,max_sharpe,2022-10-01,2022-10-02,2020-01-02,2022-10-01,1004,0.041106167867442964
crypto_min_variance,crypto,min_variance,2022-10-01,2022-10-02,2020-01-02,2022-10-01,1004,0.009932911727341391
crypto_risk_parity,crypto,risk_parity,2022-10-01,2022-10-02,2020-01-02,2022-10-01,1004,0.060620058702785334
combined_equal_weight,combined,equal_weight,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.0368115546990523
combined_max_sharpe,combined,max_sharpe,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.18445618159684662
combined_min_variance,combined,min_variance,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.0484802389525065
combined_risk_parity,combined,risk_parity,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.033310046810298435
equity_equal_weight,equity,equal_weight,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.028754218500155117
equity_max_sharpe,equity,max_sharpe,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.16576868893139543
equity_min_variance,equity,min_variance,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.0484802409724779
equity_risk_parity,equity,risk_parity,2022-10-03,2022-10-04,2020-01-03,2022-10-03,693,0.03001249301137459
combined_equal_weight,combined,equal_weight,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.038122927303010055
combined_max_sharpe,combined,max_sharpe,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.12301567563793406
combined_min_variance,combined,min_variance,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.058035130224891575
combined_risk_parity,combined,risk_parity,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.036005643201358364
crypto_equal_weight,crypto,equal_weight,2022-11-01,2022-11-02,2020-01-02,2022-11-01,1035,0.036719096467308
crypto_max_sharpe,crypto,max_sharpe,2022-11-01,2022-11-02,2020-01-02,2022-11-01,1035,0.09143902340753074
crypto_min_variance,crypto,min_variance,2022-11-01,2022-11-02,2020-01-02,2022-11-01,1035,0.004414089537565872
crypto_risk_parity,crypto,risk_parity,2022-11-01,2022-11-02,2020-01-02,2022-11-01,1035,0.03689715322227456
equity_equal_weight,equity,equal_weight,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.03546854166129017
equity_max_sharpe,equity,max_sharpe,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.048526178679870476
equity_min_variance,equity,min_variance,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.058035129461757234
equity_risk_parity,equity,risk_parity,2022-11-01,2022-11-02,2020-01-03,2022-11-01,714,0.03462563123884635
combined_equal_weight,combined,equal_weight,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.034679978148827395
combined_max_sharpe,combined,max_sharpe,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.22030113590132244
combined_min_variance,combined,min_variance,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.04232011286368133
combined_risk_parity,combined,risk_parity,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.03127388571444487
crypto_equal_weight,crypto,equal_weight,2022-12-01,2022-12-02,2020-01-02,2022-12-01,1065,0.06477713901831589
crypto_max_sharpe,crypto,max_sharpe,2022-12-01,2022-12-02,2020-01-02,2022-12-01,1065,0.022472698815194505
crypto_min_variance,crypto,min_variance,2022-12-01,2022-12-02,2020-01-02,2022-12-01,1065,0.006476440272651474
crypto_risk_parity,crypto,risk_parity,2022-12-01,2022-12-02,2020-01-02,2022-12-01,1065,0.06335719761836739
equity_equal_weight,equity,equal_weight,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.028498087237840652
equity_max_sharpe,equity,max_sharpe,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.19834798826847302
equity_min_variance,equity,min_variance,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.04232011368577366
equity_risk_parity,equity,risk_parity,2022-12-01,2022-12-02,2020-01-03,2022-12-01,735,0.02842487594996326
crypto_equal_weight,crypto,equal_weight,2023-01-01,2023-01-02,2020-01-02,2023-01-01,1096,0.035504327829307895
crypto_max_sharpe,crypto,max_sharpe,2023-01-01,2023-01-02,2020-01-02,2023-01-01,1096,0.059506605909045586
crypto_min_variance,crypto,min_variance,2023-01-01,2023-01-02,2020-01-02,2023-01-01,1096,0.0022847614212179695
crypto_risk_parity,crypto,risk_parity,2023-01-01,2023-01-02,2020-01-02,2023-01-01,1096,0.03564423747156581
combined_equal_weight,combined,equal_weight,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.028718804932578834
combined_max_sharpe,combined,max_sharpe,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.09624691205184326
combined_min_variance,combined,min_variance,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.019290002656401215
combined_risk_parity,combined,risk_parity,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.024060441653940036
equity_equal_weight,equity,equal_weight,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.023980767766000617
equity_max_sharpe,equity,max_sharpe,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.08240627217093685
equity_min_variance,equity,min_variance,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.019290002877309347
equity_risk_parity,equity,risk_parity,2023-01-03,2023-01-04,2020-01-03,2023-01-03,756,0.021335322205020546
combined_equal_weight,combined,equal_weight,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.04273975196447763
combined_max_sharpe,combined,max_sharpe,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.183444089297578
combined_min_variance,combined,min_variance,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.02577123983393617
combined_risk_parity,combined,risk_parity,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.04008823695985628
crypto_equal_weight,crypto,equal_weight,2023-02-01,2023-02-02,2020-01-02,2023-02-01,1127,0.03899447315477412
crypto_max_sharpe,crypto,max_sharpe,2023-02-01,2023-02-02,2020-01-02,2023-02-01,1127,0.04008880276351464
crypto_min_variance,crypto,min_variance,2023-02-01,2023-02-02,2020-01-02,2023-02-01,1127,0.020435280184936837
crypto_risk_parity,crypto,risk_parity,2023-02-01,2023-02-02,2020-01-02,2023-02-01,1127,0.039148490169052565
equity_equal_weight,equity,equal_weight,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.03645882961319814
equity_max_sharpe,equity,max_sharpe,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.1359836161787823
equity_min_variance,equity,min_variance,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.025771239919894013
equity_risk_parity,equity,risk_parity,2023-02-01,2023-02-02,2020-01-03,2023-02-01,776,0.03689071425342682
combined_equal_weight,combined,equal_weight,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.021534182853142195
combined_max_sharpe,combined,max_sharpe,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.12882432457730764
combined_min_variance,combined,min_variance,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.029019457650924004
combined_risk_parity,combined,risk_parity,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.02073910995269954
crypto_equal_weight,crypto,equal_weight,2023-03-01,2023-03-02,2020-01-02,2023-03-01,1155,0.026481130911293754
crypto_max_sharpe,crypto,max_sharpe,2023-03-01,2023-03-02,2020-01-02,2023-03-01,1155,0.04340592567056806
crypto_min_variance,crypto,min_variance,2023-03-01,2023-03-02,2020-01-02,2023-03-01,1155,0.008805572476085943
crypto_risk_parity,crypto,risk_parity,2023-03-01,2023-03-02,2020-01-02,2023-03-01,1155,0.025687248600959403
equity_equal_weight,equity,equal_weight,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.020603116969147798
equity_max_sharpe,equity,max_sharpe,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.14980139945952686
equity_min_variance,equity,min_variance,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.02901945664425517
equity_risk_parity,equity,risk_parity,2023-03-01,2023-03-02,2020-01-03,2023-03-01,795,0.02024281804539338
crypto_equal_weight,crypto,equal_weight,2023-04-01,2023-04-02,2020-01-02,2023-04-01,1186,0.051885181941181885
crypto_max_sharpe,crypto,max_sharpe,2023-04-01,2023-04-02,2020-01-02,2023-04-01,1186,0.03438556219117884
crypto_min_variance,crypto,min_variance,2023-04-01,2023-04-02,2020-01-02,2023-04-01,1186,0.02109572960643847
crypto_risk_parity,crypto,risk_parity,2023-04-01,2023-04-02,2020-01-02,2023-04-01,1186,0.05229628154032689
combined_equal_weight,combined,equal_weight,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.0333723459241887
combined_max_sharpe,combined,max_sharpe,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.11426516855445712
combined_min_variance,combined,min_variance,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.021919379469450006
combined_risk_parity,combined,risk_parity,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.027056314648183248
equity_equal_weight,equity,equal_weight,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.028598167494729047
equity_max_sharpe,equity,max_sharpe,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.08397733476139349
equity_min_variance,equity,min_variance,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.02191937987821489
equity_risk_parity,equity,risk_parity,2023-04-03,2023-04-04,2020-01-03,2023-04-03,818,0.024467946143475222
combined_equal_weight,combined,equal_weight,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.023335337461916357
combined_max_sharpe,combined,max_sharpe,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.06339089047012689
combined_min_variance,combined,min_variance,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.018621050055236364
combined_risk_parity,combined,risk_parity,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.0222140906969914
crypto_equal_weight,crypto,equal_weight,2023-05-01,2023-05-02,2020-01-02,2023-05-01,1216,0.02790855431280604
crypto_max_sharpe,crypto,max_sharpe,2023-05-01,2023-05-02,2020-01-02,2023-05-01,1216,0.010484408227594366
crypto_min_variance,crypto,min_variance,2023-05-01,2023-05-02,2020-01-02,2023-05-01,1216,0.002156202568072337
crypto_risk_parity,crypto,risk_parity,2023-05-01,2023-05-02,2020-01-02,2023-05-01,1216,0.02814078471353229
equity_equal_weight,equity,equal_weight,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.021711988421386698
equity_max_sharpe,equity,max_sharpe,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.044286244854129096
equity_min_variance,equity,min_variance,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.01862105005231981
equity_risk_parity,equity,risk_parity,2023-05-01,2023-05-02,2020-01-03,2023-05-01,837,0.021393152188043565
combined_equal_weight,combined,equal_weight,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.03214533967284387
combined_max_sharpe,combined,max_sharpe,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.10636696913062296
combined_min_variance,combined,min_variance,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.01948455062022527
combined_risk_parity,combined,risk_parity,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.028879405606032565
crypto_equal_weight,crypto,equal_weight,2023-06-01,2023-06-02,2020-01-02,2023-06-01,1247,0.03102179583474908
crypto_max_sharpe,crypto,max_sharpe,2023-06-01,2023-06-02,2020-01-02,2023-06-01,1247,0.03353016182440227
crypto_min_variance,crypto,min_variance,2023-06-01,2023-06-02,2020-01-02,2023-06-01,1247,0.01163852640774388
crypto_risk_parity,crypto,risk_parity,2023-06-01,2023-06-02,2020-01-02,2023-06-01,1247,0.030516838375693016
equity_equal_weight,equity,equal_weight,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.03242182835690765
equity_max_sharpe,equity,max_sharpe,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.052294521278307055
equity_min_variance,equity,min_variance,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.019484550744334514
equity_risk_parity,equity,risk_parity,2023-06-01,2023-06-02,2020-01-03,2023-06-01,859,0.02904985122986939
crypto_equal_weight,crypto,equal_weight,2023-07-01,2023-07-02,2020-01-02,2023-07-01,1277,0.11584710707803239
crypto_max_sharpe,crypto,max_sharpe,2023-07-01,2023-07-02,2020-01-02,2023-07-01,1277,0.045574074278326444
crypto_min_variance,crypto,min_variance,2023-07-01,2023-07-02,2020-01-02,2023-07-01,1277,0.013194581857270297
crypto_risk_parity,crypto,risk_parity,2023-07-01,2023-07-02,2020-01-02,2023-07-01,1277,0.10829053350349904
combined_equal_weight,combined,equal_weight,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.03930434422912787
combined_max_sharpe,combined,max_sharpe,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.09692414891850472
combined_min_variance,combined,min_variance,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.017953739936211046
combined_risk_parity,combined,risk_parity,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.027243279955560813
equity_equal_weight,equity,equal_weight,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.016014758676113027
equity_max_sharpe,equity,max_sharpe,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.07225533912877766
equity_min_variance,equity,min_variance,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.017953740270304688
equity_risk_parity,equity,risk_parity,2023-07-03,2023-07-05,2020-01-03,2023-07-03,880,0.015520287469547568
combined_equal_weight,combined,equal_weight,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.031182726955102207
combined_max_sharpe,combined,max_sharpe,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.11699069096957591
combined_min_variance,combined,min_variance,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.02183636427242986
combined_risk_parity,combined,risk_parity,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.02704398498944863
crypto_equal_weight,crypto,equal_weight,2023-08-01,2023-08-02,2020-01-02,2023-08-01,1308,0.07899546615016692
crypto_max_sharpe,crypto,max_sharpe,2023-08-01,2023-08-02,2020-01-02,2023-08-01,1308,0.02940557855204966
crypto_min_variance,crypto,min_variance,2023-08-01,2023-08-02,2020-01-02,2023-08-01,1308,0.004769705118809764
crypto_risk_parity,crypto,risk_parity,2023-08-01,2023-08-02,2020-01-02,2023-08-01,1308,0.08173050150779745
equity_equal_weight,equity,equal_weight,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.023285549154550382
equity_max_sharpe,equity,max_sharpe,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.0755882125722426
equity_min_variance,equity,min_variance,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.021836364314956898
equity_risk_parity,equity,risk_parity,2023-08-01,2023-08-02,2020-01-03,2023-08-01,900,0.02255925147597304
crypto_equal_weight,crypto,equal_weight,2023-09-01,2023-09-02,2020-01-02,2023-09-01,1339,0.04143758772157693
crypto_max_sharpe,crypto,max_sharpe,2023-09-01,2023-09-02,2020-01-02,2023-09-01,1339,0.032508885788817735
crypto_min_variance,crypto,min_variance,2023-09-01,2023-09-02,2020-01-02,2023-09-01,1339,0.006906550985569672
crypto_risk_parity,crypto,risk_parity,2023-09-01,2023-09-02,2020-01-02,2023-09-01,1339,0.04099310830656091
combined_equal_weight,combined,equal_weight,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.03525888695227576
combined_max_sharpe,combined,max_sharpe,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.033505859508844674
combined_min_variance,combined,min_variance,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.02232207244937279
combined_risk_parity,combined,risk_parity,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.02849267805350641
equity_equal_weight,equity,equal_weight,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.022337548097798834
equity_max_sharpe,equity,max_sharpe,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.023101528152836892
equity_min_variance,equity,min_variance,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.022322072798837793
equity_risk_parity,equity,risk_parity,2023-09-01,2023-09-05,2020-01-03,2023-09-01,923,0.02217195346987001
crypto_equal_weight,crypto,equal_weight,2023-10-01,2023-10-02,2020-01-02,2023-10-01,1369,0.020926253987029547
crypto_max_sharpe,crypto,max_sharpe,2023-10-01,2023-10-02,2020-01-02,2023-10-01,1369,0.030921355233158667
crypto_min_variance,crypto,min_variance,2023-10-01,2023-10-02,2020-01-02,2023-10-01,1369,0.00867545571893054
crypto_risk_parity,crypto,risk_parity,2023-10-01,2023-10-02,2020-01-02,2023-10-01,1369,0.020634967924992795
combined_equal_weight,combined,equal_weight,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.02706603341010017
combined_max_sharpe,combined,max_sharpe,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.04951754746317455
combined_min_variance,combined,min_variance,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.015445798526635897
combined_risk_parity,combined,risk_parity,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.02325517208749372
equity_equal_weight,equity,equal_weight,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.019492460872046105
equity_max_sharpe,equity,max_sharpe,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.04122593012921244
equity_min_variance,equity,min_variance,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.015445798538864113
equity_risk_parity,equity,risk_parity,2023-10-02,2023-10-03,2020-01-03,2023-10-02,943,0.019480197268757334
combined_equal_weight,combined,equal_weight,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.02671021994389631
combined_max_sharpe,combined,max_sharpe,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.11723918962266781
combined_min_variance,combined,min_variance,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.017895618725116434
combined_risk_parity,combined,risk_parity,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.025682032681467355
crypto_equal_weight,crypto,equal_weight,2023-11-01,2023-11-02,2020-01-02,2023-11-01,1400,0.026290357853958765
crypto_max_sharpe,crypto,max_sharpe,2023-11-01,2023-11-02,2020-01-02,2023-11-01,1400,0.021854467112175934
crypto_min_variance,crypto,min_variance,2023-11-01,2023-11-02,2020-01-02,2023-11-01,1400,0.018598714239713026
crypto_risk_parity,crypto,risk_parity,2023-11-01,2023-11-02,2020-01-02,2023-11-01,1400,0.028715579626340755
equity_equal_weight,equity,equal_weight,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.023982353169639897
equity_max_sharpe,equity,max_sharpe,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.06870023620636469
equity_min_variance,equity,min_variance,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.017895618968560543
equity_risk_parity,equity,risk_parity,2023-11-01,2023-11-02,2020-01-03,2023-11-01,965,0.024102380354953136
crypto_equal_weight,crypto,equal_weight,2023-12-01,2023-12-02,2020-01-02,2023-12-01,1430,0.03030514154143163
crypto_max_sharpe,crypto,max_sharpe,2023-12-01,2023-12-02,2020-01-02,2023-12-01,1430,0.02401130245032492
crypto_min_variance,crypto,min_variance,2023-12-01,2023-12-02,2020-01-02,2023-12-01,1430,0.007650341609119675
crypto_risk_parity,crypto,risk_parity,2023-12-01,2023-12-02,2020-01-02,2023-12-01,1430,0.030231901260989652
combined_equal_weight,combined,equal_weight,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.032536077785333115
combined_max_sharpe,combined,max_sharpe,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.07493985666326528
combined_min_variance,combined,min_variance,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.03318234886395297
combined_risk_parity,combined,risk_parity,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.031835160513437585
equity_equal_weight,equity,equal_weight,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.028237293694092388
equity_max_sharpe,equity,max_sharpe,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.08185982712936325
equity_min_variance,equity,min_variance,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.03318234881775205
equity_risk_parity,equity,risk_parity,2023-12-01,2023-12-04,2020-01-03,2023-12-01,986,0.030096083873727704
